ContractID,InsuredName,Producer,Underwriter,Branch,ExpiringContract,Status,Currency,InceptionDate,ExpirationDate,Perils,LOB,Form,UDF1,UDF2,UDF3,UDF4,UDF5,LayerID,LayerPerils,LimitType,100LayerAmt,Participation Limit,DedType,DedAmt1,DedAmt2,AttachmentAmt,Premium,LimitA,LimitB,LimitC,LimitD,AttachmentA,AttachmentB,AttachmentC,AttachmentD,SublimitPerils,SublimitArea,SubLimitLimitType,SubLimitOcc,SublimitPart,SublimitLimitA,SublimitLimitB,SublimitLimitC,SublimitLimitD,SublimitDedType,SublimitDedAmt1,SublimitDedAmt2,SublimitAttachA,SublimitAttachB,SublimitAttachC,SublimitAttachD
2021_PlayCore Group,PlayCore Group,,UW,USA,,S,USD,8/1/2021,8/1/2022,PEF+PES+PSH+PWH+PFL+PNC,NASPR,,1000492288-01,,,,,1,PEF+PES+PSH+PWH+PFL+PNC,E,25000000,25000000,,,,0,,,,,,,,,,PES,EQ_ALL OTHER,B,20000000,,,,,,MI,100000,,,,,
2021_PlayCore Group,PlayCore Group,,UW,USA,,S,USD,8/1/2021,8/1/2022,PEF+PES+PSH+PWH+PFL+PNC,NASPR,,1000492288-01,,,,,1,PEF+PES+PSH+PWH+PFL+PNC,E,25000000,25000000,,,,0,,,,,,,,,,PES,EQ_CA,B,2500000,,,,,,MI,100000,,,,,
2021_PlayCore Group,PlayCore Group,,UW,USA,,S,USD,8/1/2021,8/1/2022,PEF+PES+PSH+PWH+PFL+PNC,NASPR,,1000492288-01,,,,,1,PEF+PES+PSH+PWH+PFL+PNC,E,25000000,25000000,,,,0,,,,,,,,,,PSH+PWH,WS_ALL OTHER,B,,,,,,,MI,100000,,,,,
2021_PlayCore Group,PlayCore Group,,UW,USA,,S,USD,8/1/2021,8/1/2022,PEF+PES+PSH+PWH+PFL+PNC,NASPR,,1000492288-01,,,,,1,PEF+PES+PSH+PWH+PFL+PNC,E,25000000,25000000,,,,0,,,,,,,,,,PFL,FLOOD_ALL,B,20000000,,,,,,MI,,,,,,
2021_PlayCore Group,PlayCore Group,,UW,USA,,S,USD,8/1/2021,8/1/2022,PEF+PES+PSH+PWH+PFL+PNC,NASPR,,1000492288-01,,,,,1,PEF+PES+PSH+PWH+PFL+PNC,E,25000000,25000000,,,,0,,,,,,,,,,PNC,FR_ALL,B,,,,,,,MI,,,,,,
